code	binomial	pubmed_count
ggo	Gorilla gorilla	932
rphi	Ruditapes philippinarum	926
smau	Scophthalmus maximus	924
ssob	Streptococcus sobrinus	924
seq	Streptococcus equi	923
pagc	Pantoea agglomerans	915
pmal	Plasmodium malariae	901
reb	Rhodococcus erythropolis	898
gsk	Geobacter sulfurreducens	883
lpol	Limulus polyphemus	878
dci	Diaphorina citri	872
ccay	Caretta caretta	866
uah	Ursus arctos	856
lca	Lacticaseibacillus paracasei	855
avo	Aeromonas veronii	854
cpoc	Cavia porcellus	852
hame	Homarus americanus	849
ane	Actinomyces naeslundii	847
avc	Actinomyces viscosus	844
sind	Sesamum indicum	842
hdu	Haemophilus ducreyi	841
pmrn	Petromyzon marinus	838
soc	Solenopsis invicta	838
afe	Acidithiobacillus ferrooxidans	837
cdu	Candida dubliniensis	835
loa	Loa loa	833
ppap	Phlebotomus papatasi	833
bdr	Bactrocera dorsalis	831
tpra	Trifolium pratense	829
lco	Larimichthys crocea	813
tvp	Trichosurus vulpecula	812
hze	Helicoverpa zea	810
gse	Geobacillus stearothermophilus	810
rie	Rhizophagus irregularis	808
csj	Cronobacter sakazakii	808
rco	Rickettsia conorii	807
ccaj	Cajanus cajan	803
cnc	Cupriavidus necator	802
dpx	Daphnia pulex	800
ecu	Encephalitozoon cuniculi	798
otw	Oncorhynchus tshawytscha	798
panu	Papio anubis	796
ech	Ehrlichia chaffeensis	790
axn	Achromobacter xylosoxidans	788
ctc	Clostridium tetani	788
ljf	Lactobacillus johnsonii	788
lsq	Lucilia sericata	784
shp	Shewanella putrefaciens	781
bms	Brucella suis	780
tst	Trachemys scripta	779
cpae	Clostridium pasteurianum	778
bad	Bifidobacterium adolescentis	774
mml	Mycoplasma mycoides	774
lre	Limosilactobacillus reuteri	773
svg	Sturnus vulgaris	766
sapo	Scedosporium apiospermum	764
pavi	Prunus avium	763
ehr	Enterococcus hirae	762
hale	Haloferax volcanii	761
acl	Acholeplasma laidlawii	761
mdo	Monodelphis domestica	760
ppa	Komagataella phaffii	760
lav	Loxodonta africana	756
pleu	Peromyscus leucopus	756
pflt	Perca fluviatilis	753
mpuf	Mustela putorius	742
pan	Podospora anserina	737
sib	Streptococcus intermedius	734
neu	Nitrosomonas europaea	731
egu	Elaeis guineensis	729
zju	Ziziphus jujuba	727
hah	Halophilic archaeon	727
sik	Streptococcus iniae	727
oki	Oncorhynchus kisutch	725
ldc	Leptinotarsa decemlineata	723
foc	Frankliniella occidentalis	721
sita	Setaria italica	719
bbis	Bison bison	715
sacn	Sulfolobus acidocaldarius	712
dds	Desulfovibrio desulfuricans	712
mgp	Meleagris gallopavo	704
slg	Staphylococcus lugdunensis	703
plez	Panthera leo	702
pvir	Panicum virgatum	696
fcd	Folsomia candida	687
baf	Borrelia afzelii	678
cod	Corynebacterium pseudotuberculosis	675
lfe	Limosilactobacillus fermentum	673
rpg	Rickettsia prowazekii	672
sxl	Staphylococcus xylosus	670
ppm	Paenibacillus polymyxa	669
ptm	Paramecium tetraurelia	665
xac	Xanthomonas citri	665
taq	Thermus aquaticus	664
twh	Tropheryma whipplei	664
dpo	Drosophila pseudoobscura	662
shom	Staphylococcus hominis	660
csep	Clostridium septicum	658
clec	Cimex lectularius	657
pdp	Penicillium digitatum	653
smie	Streptococcus milleri	649
sfon	Salvelinus fontinalis	645
lcf	Lates calcarifer	644
pps	Pan paniscus	644
els	Esox lucius	643
hazt	Hyalella azteca	643
psoj	Phytophthora sojae	643
kki	Kingella kingae	636
sho	Streptomyces hygroscopicus	636
hal	Halobacterium salinarum	634
rtb	Rickettsia typhi	634
pkz	Pichia kudriavzevii	626
bga	Borrelia garinii	620
eaa	Endosymbiont of Acanthamoeba sp. UWC8	0
ptg	Panthera tigris	619
phu	Pediculus humanus	617
aae	Aquifex aeolicus	617
cjf	Cryptomeria japonica	615
ppyg	Pongo pygmaeus	615
xao	Xanthomonas axonopodis	614
efus	Eptesicus fuscus	613
mcep	Mugil cephalus	612
tasa	Trichosporon asahii	612
calb	Chenopodium album	608
dpol	Dreissena polymorpha	602
hav	Hafnia alvei	602
lcq	Lucilia cuprina	601
pshi	Plesiomonas shigelloides	598
palz	Populus alba	595
plui	Photorhabdus luminescens	595
tmf	Talaromyces marneffei	594
acav	Aeromonas caviae	592
ooe	Oenococcus oeni	592
mus	Musa acuminata	591
lgr	Lactococcus garvieae	589
scau	Scyliorhinus canicula	584
dvi	Drosophila virilis	583
cld	Clostridium sporogenes	582
air	Actinomyces israelii	579
psom	Papaver somniferum	578
ecla	Enterobacter hormaechei	578
scam	Struthio camelus	574
tru	Takifugu rubripes	574
vsl	Vibrio splendidus	570
nfa	Nocardia farcinica	567
eai	Equus asinus	566
pho	Pyrococcus horikoshii	566
nve	Nematostella vectensis	562
onu	Ostrinia nubilalis	562
upa	Ureaplasma parvum	559
psi	Providencia stuartii	556
pcc	Pectobacterium carotovorum	554
gsj	Glycine soja	552
pmic	Parvimonas micra	552
goh	Gluconobacter oxydans	551
cmax	Cucurbita maxima	549
scac	Stomoxys calcitrans	549
gaf	Gambusia affinis	548
pphc	Phocoena phocoena	548
mba	Methanosarcina barkeri	548
tup	Tupaia belangeri	546
eee	Electrophorus electricus	545
mgr	Pyricularia oryzae	544
haxr	Harmonia axyridis	543
pcw	Phascolarctos cinereus	543
dvv	Diabrotica virgifera	536
pch	Pseudomonas chlororaphis	536
vvo	Vicia villosa	534
apc	Alpha proteobacterium	534
egr	Eucalyptus grandis	533
sprm	Scylla paramamosain	533
sals	Streptomyces albus	533
csat	Camelina sativa	531
vpr	Veillonella parvula	530
tps	Thalassiosira pseudonana	527
sma	Streptomyces avermitilis	525
pgr	Puccinia graminis	524
pnz	Populus nigra	524
yrb	Yersinia ruckeri	524
cho	Cryptosporidium hominis	523
umr	Ursus maritimus	523
zca	Zalophus californianus	523
ptrc	Puccinia triticina	522
bqr	Bartonella quintana	522
rfe	Rickettsia felis	522
spau	Sphingomonas paucimobilis	521
cave	Corylus avellana	517
edi	Entamoeba dispar	517
cmg	Chlamydia muridarum	512
beq	Theileria equi	509
ehx	Emiliania huxleyi	509
crx	Campylobacter rectus	507
ofu	Ostrinia furnacalis	501
pou	Penicillium oxalicum	499
prap	Pieris rapae	498
ctes	Comamonas testosteroni	497
fsc	Fibrobacter succinogenes	497
rec	Rhizobium etli	495
nbr	Nocardia brasiliensis	494
csaa	Castanea sativa	493
pcox	Pyrus communis	493
bmiy	Borrelia miyamotoi	492
tatv	Trichoderma atroviride	489
mamb	Megalobrama amblycephala	488
acx	Azotobacter chroococcum	488
cvj	Calliphora vicina	487
bba	Bdellovibrio bacteriovorus	487
pcoo	Puma concolor	486
sclf	Streptomyces clavuligerus	486
lsm	Lepeophtheirus salmonis	483
lip	Lawsonia intracellularis	481
cbe	Clostridium beijerinckii	480
pds	Photobacterium damselae	480
tdl	Torulaspora delbrueckii	479
char	Clupea harengus	478
ssen	Solea senegalensis	474
ztr	Zymoseptoria tritici	471
wpp	Wolbachia pipientis	469
wcb	Weissella cibaria	468
lang	Lupinus angustifolius	467
nvi	Nasonia vitripennis	467
bma	Burkholderia mallei	467
bcar	Brucella canis	463
btd	Burkholderia thailandensis	463
pni	Prevotella nigrescens	462
one	Oncorhynchus nerka	461
schu	Siniperca chuatsi	461
tac	Thermoplasma acidophilum	460
scg	Streptococcus constellatus	459
cmos	Cucurbita moschata	458
cpic	Chrysemys picta	456
svs	Setaria viridis	454
tasp	Trichoderma asperellum	454
uar	Ursus americanus	454
pfr	Propionibacterium freudenreichii	454
vfi	Aliivibrio fischeri	454
sve	Streptomyces venezuelae	451
pcan	Pomacea canaliculata	447
lbk	Levilactobacillus brevis	447
bov	Brucella ovis	445
scap	Staphylococcus capitis	445
mlf	Myotis lucifugus	443
pcy	Plasmodium cynomolgi	443
lid	Lactobacillus iners	442
cmh	Clavibacter michiganensis	441
dro	Desmodus rotundus	439
bths	Brochothrix thermosphacta	439
aplt	Anaplasma platys	437
mja	Methanocaldococcus jannaschii	433
ega	Enterococcus gallinarum	433
dle	Delphinapterus leucas	432
plv	Paenibacillus larvae	432
fpc	Flavobacterium psychrophilum	431
sga	Streptococcus gallolyticus	431
mln	Mesorhizobium loti	430
swa	Staphylococcus warneri	429
ppad	Panthera pardus	428
cfum	Choristoneura fumiferana	427
oor	Orcinus orca	426
bae	Bacillus atrophaeus	425
fco	Flavobacterium columnare	425
npo	Nyctereutes procyonoides	424
hhal	Halyomorpha halys	423
sara	Sorex araneus	423
mlp	Mycobacterium lepraemurium	423
edu	Enterococcus durans	420
prg	Providencia rettgeri	417
ccm	Capnocytophaga canimorsus	415
nau	Nicotiana attenuata	413
mxe	Mycobacterium xenopi	412
pcoc	Phasianus colchicus	411
shis	Salvia hispanica	410
lcat	Lemur catta	409
soy	Sitophilus oryzae	409
bfi	Butyrivibrio fibrisolvens	409
boa	Bacteroides ovatus	409
dpl	Danaus plexippus	408
pbx	Pieris brassicae	408
eic	Edwardsiella ictaluri	408
mca	Methylococcus capsulatus	407
ocan	Ovis canadensis	406
sca	Staphylococcus carnosus	406
bpa	Bordetella parapertussis	405
slq	Serratia liquefaciens	404
sbc	Shigella boydii	403
csem	Cynoglossus semilaevis	402
cstr	Corynebacterium striatum	400
hhe	Helicobacter hepaticus	400
ecas	Enterococcus casseliflavus	397
mmur	Microcebus murinus	396
peu	Populus euphratica	395
bun	Bacteroides uniformis	395
ccav	Cynara cardunculus	393
tpy	Trueperella pyogenes	393
lvg	Lytechinus variegatus	390
mboi	Moraxella bovis	390
mnz	Macrobrachium nipponense	388
med	Megasphaera elsdenii	387
oml	Oryzias melastigma	386
ptru	Portunus trituberculatus	386
tve	Trichophyton verrucosum	386
hgl	Heterocephalus glaber	383
oke	Oncorhynchus keta	383
bgar	Bufo gargarizans	380
mma	Methanosarcina mazei	380
pwl	Pleurodeles waltl	379
sfb	Streptomyces fradiae	378
tala	Tyto alba	377
shu	Staphylococcus hyicus	377
tfu	Thermobifida fusca	376
dnm	Dasypus novemcinctus	375
rpp	Rickettsia parkeri	372
rrt	Rhodococcus rhodochrous	372
aci	Acinetobacter baylyi	371
cko	Citrobacter koseri	370
rae	Riemerella anatipestifer	369
mcac	Mycoplasma capricolum	366
pss	Pelodiscus sinensis	365
sen	Saccharopolyspora erythraea	365
bim	Bombus impatiens	363
rto	Ruminococcus torques	362
wcf	Weissella confusa	361
cbr	Caenorhabditis briggsae	359
ccae	Cyanistes caeruleus	359
mtw	Methylosinus trichosporium	359
var	Vigna angularis	357
rpf	Ralstonia pickettii	357
alw	Acinetobacter lwoffii	356
bgd	Burkholderia gladioli	356
panb	Peptostreptococcus anaerobius	356
vpc	Vicugna pacos	355
pflv	Perca flavescens	354
pdi	Parabacteroides distasonis	354
npu	Nostoc punctiforme	351
nsy	Nicotiana sylvestris	350
hfe	Helicobacter felis	349
cmao	Colossoma macropomum	348
scoo	Stenella coeruleoalba	348
sri	Selenomonas ruminantium	347
maj	Metarhizium robertsii	346
arai	Agrobacterium radiobacter	346
pfz	Pseudomonas fragi	344
ssif	Staphylococcus simulans	340
pvy	Pistacia vera	339
marc	Methanogenic archaeon	339
bsc	Bipolaris sorokiniana	338
mmer	Mercenaria mercenaria	338
hsm	Histophilus somni	338
mac	Methanosarcina acetivorans	337
cme	Cyanidioschyzon merolae	335
hrt	Hirundo rustica	335
pdam	Pocillopora damicornis	335
msi	Methanobrevibacter smithii	335
crk	Cylindrospermopsis raciborskii	333
mmad	Methanococcus maripaludis	332
kpe	Klebsiella variicola	329
slaf	Silene latifolia	328
dhe	Drosophila hydei	325
pfl	Pseudomonas protegens	325
dno	Dichelobacter nodosus	324
psal	Piscirickettsia salmonis	323
ddp	Delphinus delphis	322
gab	Gossypium arboreum	322
pvt	Pogona vitticeps	321
ray	Rousettus aegyptiacus	320
tko	Thermococcus kodakarensis	319
tot	Theileria orientalis	318
spis	Stylophora pistillata	316
bhd	Brachyspira hyodysenteriae	314
ein	Encephalitozoon intestinalis	313
oed	Ostrea edulis	313
apf	Acetobacter pasteurianus	313
mmyo	Myotis myotis	312
cau	Chloroflexus aurantiacus	312
etc	Edwardsiella piscicida	312
pend	Porphyromonas endodontalis	312
ppyr	Photinus pyralis	311
bab	Buchnera aphidicola	307
manu	Misgurnus anguillicaudatus	306
ape	Aeropyrum pernix	306
bsaf	Bacillus safensis	306
ctyk	Clostridium tyrobutyricum	305
vfl	Vibrio fluvialis	305
qsu	Quercus suber	304
lsp	Lysinibacillus sphaericus	304
nmik	Neoehrlichia mikurensis	304
roa	Rhodococcus opacus	304
cqd	Cherax quadricarinatus	303
snh	Salvelinus namaycush	303
paj	Pantoea ananatis	303
eiv	Entamoeba invadens	302
llv	Lutra lutra	302
lia	Listeria ivanovii	300
pgu	Meyerozyma guilliermondii	296
malb	Monopterus albus	295
bmyo	Bacillus mycoides	295
spil	Sardina pilchardus	294
tty	Thunnus thynnus	294
smf	Streptobacillus moniliformis	294
srim	Streptomyces rimosus	292
tvu	Thermoactinomyces vulgaris	292
vcn	Volvox carteri	291
bmj	Burkholderia multivorans	291
tmu	Trichechus manatus	288
plj	Purpureocillium lilacinum	286
caur	Candidozyma auris	284
mano	Mirounga angustirostris	284
tsr	Thamnophis sirtalis	284
aoh	Anaplasma ovis	282
ppj	Pseudomonas plecoglossicida	281
cpw	Coccidioides posadasii	280
lpic	Lytechinus pictus	279
aaco	Alicyclobacillus acidoterrestris	279
gpb	Gamma proteobacterium	279
lhu	Linepithema humile	277
efo	Epinephelus fuscoguttatus	276
bbk	Bartonella bacilliformis	276
pbiv	Prevotella bivia	275
maea	Mya arenaria	274
ajo	Acinetobacter johnsonii	274
avs	Aerococcus viridans	274
elk	Enhydra lutris	273
lci	Leuconostoc citreum	273
cset	Coccinella septempunctata	272
phyp	Pangasianodon hypophthalmus	272
pplt	Pleuronectes platessa	272
rfg	Rhynchophorus ferrugineus	272
erg	Ehrlichia ruminantium	272
dpa	Dendroctonus ponderosae	271
bod	Bactrocera oleae	270
ccru	Crocuta crocuta	270
balt	Bacillus altitudinis	270
cuc	Corynebacterium ulcerans	270
xne	Xenorhabdus nematophila	270
bhi	Borrelia hermsii	269
vmi	Vibrio mimicus	268
myg	Mycoplasma sp.	266
nfu	Nothobranchius furzeri	265
hme	Haloferax mediterranei	265
syn	Synechocystis sp. PCC 6803	265
schr	Staphylococcus chromogenes	264
ncar	Sciurus carolinensis	263
bbut	Buteo buteo	261
bspl	Betta splendens	260
nmel	Numida meleagris	260
lsi	Ligilactobacillus salivarius	260
cill	Carya illinoinensis	259
lruf	Lynx rufus	259
rmu	Rothia mucilaginosa	259
mbrn	Metarhizium brunneum	258
omm	Oncorhynchus masou	258
gra	Gossypium raimondii	257
scan	Serinus canaria	257
raf	Rickettsia africae	257
hma	Haloarcula marismortui	256
pab	Pyrococcus abyssi	256
cab	Chlamydia abortus	256
msim	Mycobacterium simiae	256
rtr	Rhizobium tropici	256
cbai	Camelus bactrianus	255
qsa	Quillaja saponaria	255
tang	Typha angustifolia	254
fpg	Falco peregrinus	253
uvi	Ustilaginoidea virens	253
bgl	Burkholderia glumae	252
mgl	Malassezia globosa	250
acc	Acinetobacter pittii	249
gmo	Gemella morbillorum	249
rrz	Rhodococcus ruber	249
mhad	Mycobacterium haemophilum	248
dco	Dermatophilus congolensis	246
lje	Lactobacillus jensenii	246
vna	Vibrio natriegens	246
ccad	Cervus canadensis	245
pvv	Plasmodium vinckei	245
sjo	Scomber japonicus	245
ckl	Clostridium kluyveri	245
emg	Elizabethkingia meningoseptica	245
nla	Neisseria lactamica	245
cno	Clostridium novyi	243
ofo	Oxalobacter formigenes	243
pcad	Physeter macrocephalus	240
prel	Plasmodium relictum	239
cfi	Cellulomonas fimi	239
rme	Cupriavidus metallidurans	239
bmd	Priestia megaterium	238
cbov	Corynebacterium bovis	238
hap	Glaesserella parasuis	238
eob	Emys orbicularis	237
spen	Solanum pennellii	237
lbj	Leptospira borgpetersenii	237
scl	Sorangium cellulosum	237
svul	Sciurus vulgaris	236
tacu	Tachyglossus aculeatus	235
faa	Filifactor alocis	234
ngr	Naegleria gruberi	233
deb	Dehalococcoides mccartyi	233
lai	Lactobacillus amylovorus	233
vca	Vibrio campbellii	233
atx	Acidithiobacillus thiooxidans	232
cjk	Corynebacterium jeikeium	232
hhip	Hippoglossus hippoglossus	231
zle	Zonotrichia leucophrys	230
cio	Chryseobacterium indologenes	230
pcao	Phalacrocorax carbo	229
spae	Sporosarcina pasteurii	229
lrd	Lolium rigidum	228
oaa	Ornithorhynchus anatinus	228
bgw	Candidate division	228
eau	Enterobacter asburiae	228
emu	Enterococcus mundtii	228
mgry	Magnetospirillum gryphiswaldense	228
bfo	Branchiostoma floridae	227
gme	Geobacter metallireducens	227
wsu	Wolinella succinogenes	227
cgib	Carassius gibelio	226
ptrr	Pyrenophora tritici-repentis	226
azc	Azorhizobium caulinodans	226
mglt	Myxine glutinosa	225
spao	Saccharomyces paradoxus	225
lso	Candidatus Liberibacter solanacearum	225
lbp	Lachnospiraceae bacterium	224
ely	Epinephelus lanceolatus	222
sck	Spiroplasma citri	222
ccp	Chondrus crispus	221
hle	Haliaeetus leucocephalus	221
rtd	Rissa tridactyla	221
shr	Sarcophilus harrisii	221
mth	Methanothermobacter thermautotrophicus	221
aflo	Aphanizomenon flos-aquae	221
scoh	Staphylococcus cohnii	221
ayw	Aster yellows	220
bpsp	Bifidobacterium pseudolongum	220
orh	Ornithobacterium rhinotracheale	220
eca	Pectobacterium atrosepticum	219
scai	Streptococcus canis	219
rhi	Sinorhizobium fredii	218
mcaf	Mytilus californianus	217
pmax	Pecten maximus	217
rcn	Rosa chinensis	217
dcc	Dermochelys coriacea	216
tml	Tuber melanosporum	216
cco	Campylobacter concisus	216
ddd	Dickeya dadantii	216
dne	Dromaius novaehollandiae	215
eav	Enterococcus avium	215
lbf	Leptospira biflexa	215
rha	Rhodococcus jostii	215
dan	Drosophila ananassae	214
fpu	Fusarium pseudograminearum	214
lth	Lachancea thermotolerans	214
sluc	Sander lucioperca	214
bpsc	Bifidobacterium pseudocatenulatum	214
cla	Campylobacter lari	214
scf	Streptococcus parasanguinis	214
mrt	Malassezia restricta	212
cpec	Chlamydia pecorum	212
dac	Delftia acidovorans	212
hhm	Helicobacter heilmannii	212
smo	Selaginella moellendorffii	211
lem	Lysobacter enzymogenes	211
rsa	Renibacterium salmoninarum	211
seqo	Staphylococcus equorum	211
srl	Serratia plymuthica	211
xma	Xiphophorus maculatus	210
acy	Anabaena cylindrica	210
lax	Leclercia adecarboxylata	210
dya	Drosophila yakuba	209
pja	Penaeus japonicus	209
eju	Eumetopias jubatus	208
aace	Acetobacter aceti	208
ele	Eggerthella lenta	208
rdn	Rothia dentocariosa	208
hcb	Helicobacter cinaedi	207
lsa	Latilactobacillus sakei	207
padl	Pygoscelis adeliae	206
bpip	Brachyspira pilosicoli	206
fma	Finegoldia magna	206
mha	Mycoplasma haemofelis	206
pic	Scheffersomyces stipitis	205
bprc	Beta proteobacterium	205
pon	Pongo abelii	204
ssoe	Solea solea	204
psav	Pseudomonas savastanoi	204
raa	Rahnella aquatilis	204
chj	Cardiobacterium hominis	203
gad	Granulicatella adiacens	203
speu	Streptomyces peucetius	203
bbrx	Brettanomyces bruxellensis	202
ciu	Clostridium innocuum	202
rim	Roseburia intestinalis	202
mate	Molothrus ater	201
vve	Vespa velutina	201
ota	Ostreococcus tauri	200
rfq	Rhinolophus ferrumequinum	200
adc	Abiotrophia defectiva	200
cvg	Cyprinodon variegatus	199
mthe	Methanosarcina thermophila	199
bteq	Bacillus tequilensis	199
ncy	Nocardia cyriacigeorgica	199
ssco	Scomber scombrus	198
lpse	Leuconostoc pseudomesenteroides	198
rro	Rhinopithecus roxellana	197
tng	Tetraodon nigroviridis	197
coc	Capnocytophaga ochracea	197
kqu	Klebsiella quasipneumoniae	197
mmam	Mycobacterium malmoense	197
tmc	Legionella micdadei	196
pgw	Pectinophora gossypiella	195
awo	Acetobacterium woodii	195
ogo	Oncorhynchus gorbuscha	194
ajn	Acinetobacter junii	194
rsv	Rickettsia slovaca	194
ehe	Encephalitozoon hellem	193
ocz	Ochotona curzoniae	193
efe	Escherichia fergusonii	193
fjo	Flavobacterium johnsoniae	193
tey	Tetragenococcus halophilus	193
bws	Bilophila wadsworthia	192
kmr	Kryptolebias marmoratus	191
ity	Ips typographus	190
bav	Bordetella avium	190
hse	Herbaspirillum seropedicae	190
tua	Triticum urartu	189
aun	Aerococcus urinae	189
bja	Bradyrhizobium diazoefficiens	189
cml	Carnobacterium maltaromaticum	189
ahe	Arcanobacterium haemolyticum	188
llo	Legionella longbeachae	188
rmg	Rhodothermus marinus	188
ssiv	Wolbachia endosymbiont	188
nvl	Nicrophorus vespilloides	187
asu	Actinobacillus succinogenes	187
vdn	Veillonella dispar	187
mhu	Methanospirillum hungatei	186
cchv	Clostridium chauvoei	186
slx	Streptomyces lavendulae	186
svit	Sander vitreus	185
tphg	Treponema phagedenis	185
bel	Bradyrhizobium elkanii	184
emc	Eublepharis macularius	183
vlg	Vulpes lagopus	183
apag	Avibacterium paragallinarum	182
elim	Eubacterium limosum	182
tbd	Thiobacillus denitrificans	181
lmic	Larus michahellis	180
blr	Brevibacillus laterosporus	180
blh	Bacillus paralicheniformis	179
lfu	Lysinibacillus fusiformis	179
ccrn	Chrysoperla carnea	178
samb	Streptomyces ambofaciens	178
ccan	Castor canadensis	177
cgr	Nakaseomyces glabratus	177
clu	Clavispora lusitaniae	176
pmua	Podarcis muralis	176
tben	Trematomus bernacchii	176
eao	Elizabethkingia anophelis	176
cuca	Cuculus canorus	175
mta	Moorella thermoacetica	174
rja	Rickettsia japonica	174
mlx	Mirounga leonina	173
tdc	Triticum dicoccoides	173
ano	Acinetobacter nosocomialis	173
chra	Chryseobacterium sp.	173
nsp	Nodularia spumigena	173
pala	Providencia alcalifaciens	173
pte	Pyrenophora teres	172
spar	Saprolegnia parasitica	171
llf	Leuconostoc lactis	171
rmi	Rickettsia massiliae	171
dnx	Diuraphis noxia	170
fpoa	Fusarium poae	170
ccb	Clostridium cellulovorans	170
nss	Notechis scutatus	169
tlt	Thermococcus litoralis	169
aac	Alicyclobacillus acidocaldarius	169
cte	Chlorobaculum tepidum	169
pmoa	Passer montanus	168
cbra	Citrobacter braakii	168
pagh	Planktothrix agardhii	168
pden	Pseudomonas denitrificans	168
pvul	Patella vulgata	167
smp	Sordaria macrospora	167
bly	Brevibacterium linens	167
nmj	Neisseria mucosa	167
rbe	Rickettsia bellii	167
bdm	Brevundimonas diminuta	166
vct	Vibrio coralliilyticus	166
gfs	Glossina fuscipes	165
pchm	Pochonia chlamydosporia	165
tcf	Tigriopus californicus	165
fab	Ficedula albicollis	164
sdu	Seriola dumerili	164
hel	Halomonas elongata	164
lcm	Latimeria chalumnae	163
ppug	Pungitius pungitius	163
mvo	Methanococcus voltae	163
bmoj	Bacillus mojavensis	163
bvn	Bartonella vinsonii	163
cua	Corynebacterium urealyticum	163
rtp	Rhincodon typus	162
gdi	Gluconacetobacter diazotrophicus	162
gha	Gemella haemolysans	162
lpg	Lactiplantibacillus pentosus	162
nsr	Nocardia seriolae	162
xar	Xanthomonas arboricola	162
bhj	Benincasa hispida	161
cclu	Coregonus clupeaformis	161
pphx	Phoxinus phoxinus	161
krh	Kocuria rhizophila	160
pstw	Pantoea stewartii	160
gmf	Globicephala melas	159
lda	Lycorma delicatula	159
lpan	Leishmania panamensis	159
odo	Oikopleura dioica	159
mfc	Methanobacterium formicicum	159
clj	Clostridium ljungdahlii	159
eal	Escherichia albertii	159
gvi	Gloeobacter violaceus	159
xax	Xanthomonas euvesicatoria	159
alv	Allochromatium vinosum	158
amr	Acaryochloris marina	158
bcd	Bartonella clarridgeiae	158
nno	Nocardia nova	158
oro	Odobenus rosmarus	157
spe	Serratia proteamaculans	157
hrf	Haliotis rufescens	156
mpr	Moniliophthora perniciosa	156
rmc	Rickettsia monacensis	155
cspu	Capnocytophaga sputigena	154
ssch	Staphylococcus schleiferi	154
caty	Cercocebus atys	153
dmo	Drosophila mojavensis	153
gsl	Galdieria sulphuraria	153
puc	Panthera uncia	153
nph	Natronomonas pharaonis	153
maw	Metarhizium acridum	152
oau	Oreochromis aureus	152
arj	Acinetobacter radioresistens	152
eec	Enterobacter ludwigii	152
ali	Azospirillum lipoferum	151
nmr	Nitrosopumilus maritimus	150
ecec	Enterococcus cecorum	150
srj	Streptomyces rochei	150
vap	Variovorax paradoxus	150
sbq	Saimiri boliviensis	149
xgl	Xiphias gladius	149
gtn	Geobacillus thermodenitrificans	149
nsc	Neisseria sicca	149
ppan	Paracoccus pantotrophus	149
ppee	Proteus penneri	149
dse	Drosophila sechellia	148
msym	Malassezia sympodialis	148
pbl	Paracoccidioides lutzii	148
pxu	Papilio xuthus	148
amac	Alteromonas macleodii	148
bre	Borrelia recurrentis	148
cbet	Cercospora beticola	147
gka	Geobacillus kaustophilus	147
tna	Thermotoga neapolitana	147
nod	Nocardia otitidiscaviarum	146
nsf	Neisseria subflava	146
plai	Poecilia latipinna	145
slal	Seriola lalandi	145
tad	Trichoplax adhaerens	145
bsia	Bacillus siamensis	145
bve	Burkholderia vietnamiensis	145
bmus	Balaenoptera musculus	144
chig	Colletotrichum higginsianum	144
acu	Acidithiobacillus caldus	144
bcon	Burkholderia contaminans	143
cdj	Carnobacterium divergens	143
cxe	Corynebacterium xerosis	143
gxl	Komagataeibacter xylinus	143
mcoc	Mastomys coucha	142
emr	Ehrlichia muris	142
sfg	Serratia fonticola	142
amd	Amycolatopsis mediterranei	141
rpu	Ralstonia pseudosolanacearum	141
lsax	Littorina saxatilis	140
tge	Theropithecus gelada	140
sgb	Streptomyces globisporus	140
dwi	Drosophila willistoni	139
cvr	Chlorella variabilis	138
fga	Fulmarus glacialis	138
hald	Haliaeetus albicilla	138
lbd	Leptopilina boulardi	137
sund	Sceloporus undulatus	137
zvi	Zootoca vivipara	137
pai	Pyrobaculum aerophilum	137
bfv	Brevibacterium flavum	137
cgh	Capnocytophaga gingivalis	137
cux	Campylobacter upsaliensis	137
kmi	Klebsiella michiganensis	137
pen	Pseudomonas entomophila	137
seqi	Streptococcus equinus	137
ate	Caldicellulosiruptor bescii	136
gtt	Guillardia theta	135
mmf	Molossus molossus	135
hte	Hydrogenobacter thermophilus	135
smob	Streptomyces mobaraensis	135
dzi	Durio zibethinus	134
ncc	Notothenia coriiceps	134
pbg	Prionailurus bengalensis	134
pno	Parastagonospora nodorum	134
vri	Vitis riparia	134
mka	Methanopyrus kandleri	134
acn	Anaplasma centrale	134
cah	Clostridium autoethanogenum	134
csci	Clostridium scindens	134
caer	Collinsella aerofaciens	133
suh	Staphylococcus argenteus	133
pgri	Pyricularia grisea	132
cpsp	Corynebacterium pseudodiphtheriticum	132
crl	Corynebacterium renale	132
fva	Fusobacterium varium	132
iel	Ischnura elegans	131
nasi	Neophocaena asiaeorientalis	131
obb	Osmia bicornis	131
camc	Corynebacterium amycolatum	131
pma	Prochlorococcus marinus	131
stk	Streptococcus parauberis	131
llw	Lactococcus cremoris	130
tea	Taylorella equigenitalis	130
dhd	Desulfitobacterium hafniense	129
rge	Rubrivivax gelatinosus	129
mmaq	Martes martes	128
plep	Plectropomus leopardus	128
hbl	Helicobacter bilis	128
mlm	Mycobacterium lepromatosis	128
scep	Squalius cephalus	127
bbe	Brevibacillus brevis	127
schf	Streptomyces chromofuscus	127
wpa	Weissella paramesenteroides	127
dalb	Dermacentor albipictus	126
dsv	Dermacentor silvarum	126
ini	Ipomoea nil	126
sati	Sylvia atricapilla	126
pvr	Pseudomonas veronii	126
cbrc	Corvus brachyrhynchos	125
mdt	Myotis daubentonii	125
sdul	Solanum dulcamara	125
